repo_id,name,full_name,owner,stars,created_at,pushed_at,html_url,default_branch,description,archived,size_kb,engine
91535990,Spritz,smith-chem-wisc/Spritz,smith-chem-wisc,7,2017-05-17T05:12:11+00:00,2024-06-19T17:15:33+00:00,https://github.com/smith-chem-wisc/Spritz,master,Software for RNA-Seq analysis to create sample-specific proteoform databases from RNA-Seq data,false,36445,snakemake
708182189,rna-seq-salmon-deseq2,niekwit/rna-seq-salmon-deseq2,niekwit,5,2023-10-21T19:12:01+00:00,2025-05-14T09:35:14+00:00,https://github.com/niekwit/rna-seq-salmon-deseq2,main,Snakemake workflow for RNA-Seq differential transcript analysis using Salmon/Deseq2,false,332314,snakemake
513205715,ROADIES,TurakhiaLab/ROADIES,TurakhiaLab,44,2022-07-12T15:58:03+00:00,2026-02-15T05:32:10+00:00,https://github.com/TurakhiaLab/ROADIES,main,Tool for fully-automated inference of species trees from raw genome assemblies,false,289067,snakemake
524038188,dea_limma,epigen/dea_limma,epigen,60,2022-08-12T10:02:19+00:00,2025-11-25T12:23:57+00:00,https://github.com/epigen/dea_limma,main,A Snakemake workflow and MrBiomics module for performing and visualizing differential analyses of NGS data powered by the R package limma.,false,209,snakemake
438573546,genome_tracks,epigen/genome_tracks,epigen,55,2021-12-15T09:40:20+00:00,2025-08-05T11:13:48+00:00,https://github.com/epigen/genome_tracks,main,"A Snakemake workflow and MrBiomics module for easy visualization of genome browser tracks of aligned BAM files (e.g., RNA-seq, ATAC-seq, scRNA-seq, ...) powered by the wrapper gtracks for the package pyGenomeTracks, and IGV-reports.",false,101,snakemake
483638364,dea_seurat,epigen/dea_seurat,epigen,53,2022-04-20T12:07:21+00:00,2025-09-05T13:54:12+00:00,https://github.com/epigen/dea_seurat,main,A Snakemake workflow and MrBiomics module for performing differential expression analyses (DEA) on (multimodal) sc/snRNA-seq data powered by the R package Seurat.,false,374,snakemake
481635018,mixscape_seurat,epigen/mixscape_seurat,epigen,53,2022-04-14T14:26:34+00:00,2025-12-07T12:58:32+00:00,https://github.com/epigen/mixscape_seurat,main,A Snakemake workflow and MrBiomics module for performing perturbation analyses of pooled (multimodal) CRISPR screens with sc/snRNA-seq read-out (scCRISPR-seq) powered by the R package Seurat's method Mixscape.,false,121,snakemake
812545631,msiflow,Immunodynamics-Engel-Lab/msiflow,Immunodynamics-Engel-Lab,22,2024-06-09T07:48:29+00:00,2026-03-10T13:20:59+00:00,https://github.com/Immunodynamics-Engel-Lab/msiflow,main,collection of mass spectrometry imaging workflows,false,42149,snakemake
578672324,nanite,OpenOmics/nanite,OpenOmics,5,2022-12-15T15:56:05+00:00,2025-03-27T19:53:22+00:00,https://github.com/OpenOmics/nanite,main,A streamlined Oxford Nanopore Viral Metagenomics Pipeline ,false,642,snakemake
63349223,tibanna,4dn-dcic/tibanna,4dn-dcic,71,2016-07-14T15:42:51+00:00,2025-10-16T21:35:46+00:00,https://github.com/4dn-dcic/tibanna,master," Tibanna helps you run your genomic pipelines on Amazon cloud (AWS). It is used by the 4DN DCIC (4D Nucleome Data Coordination and Integration Center) to process data. Tibanna supports CWL/WDL (w/ docker), Snakemake (w/ conda) and custom Docker/shell command.",false,140220,snakemake
